AGRDE_FLAG_NM,COAW_FLAG_NM,SPORTS_STEP_NM,RECOMEND_MVM_NM
40대,1,마무리운동,서서 균형잡기
40대,2,본운동,서서 다리로 탄력밴드 당기기 I
40대,2,본운동,실내 자전거타기
40대,2,본운동,발 닿기
40대,2,본운동,서서 다리로 탄력밴드 당기기 II
40대,2,본운동,의자에 앉아 물병 들고 몸통 돌리기
40대,2,준비운동,앉아서 밀기
40대,2,준비운동,상지 루틴 스트레칭
40대,2,준비운동,손 뻗어 윗몸 일으키기
40대,2,준비운동,한발 들기
40대,2,준비운동,네발기기 자세에서 다리 위로 뻗어올리기
40대,2,마무리운동,물속에서 걷기
40대,2,마무리운동,소파를 이용한 윗몸올리기
40대,2,마무리운동,누워서 막대 잡고 팔 들어올리기
40대,2,마무리운동,누워서 막대 잡고 팔 회전하기
40대,2,마무리운동,앉아서 다리 펴기
40대,3,본운동,옆구리늘리기
40대,3,본운동,팔꿈치 굽히기
40대,3,본운동,발 닿기
40대,3,본운동,실내 자전거타기
40대,3,본운동,팔꿈치 고정 후 벌리기
40대,3,준비운동,하지 루틴 스트레칭1
40대,3,준비운동,상지 루틴 스트레칭
40대,3,준비운동,서서 다리 뒤로 차기
40대,3,준비운동,앉아서 밀기
40대,3,준비운동,앉아서 다리 벌리기
40대,3,마무리운동,아쿠아로빅-몸 기울이기/회전하기
40대,3,마무리운동,아쿠아로빅-발 닿기
40대,3,마무리운동,앉아서 밀기
40대,3,마무리운동,아쿠아로빅 운동 프로그램 루틴
40대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
40대,4,본운동,의자에 앉아 물병 들고 몸통 돌리기
40대,4,본운동,몸통 옆으로 굽히기
40대,4,본운동,다리 감아올리기
40대,4,본운동,옆으로 굽히기
40대,4,본운동,다리 뻗어 올리기
40대,4,준비운동,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
40대,4,준비운동,짐볼 앉기 평형성 운동 루틴 프로그램
40대,4,준비운동,베개 밟고 서기 평형성 운동 루틴 프로그램
40대,4,준비운동,뒤꿈치 높이들어 뛰기
40대,4,준비운동,동적 스트레칭 루틴프로그램
40대,4,마무리운동,물고기 자세
40대,4,마무리운동,뒤로 팔 뻗기
40대,4,마무리운동,팔꿈치 고정 후 벌리기
40대,4,마무리운동,배스트레칭
40대,4,마무리운동,앉아서 밀기
40대,1,본운동,버피운동
40대,1,본운동,앉아서 다리 펴기
40대,1,본운동,팔벌려뛰기
40대,1,본운동,누워서 팔 밀기
40대,1,본운동,바벨들어올리기
40대,1,준비운동,버피운동
40대,1,준비운동,서서 균형잡기
40대,1,준비운동,앉았다 일어서면서 점프하기
40대,1,준비운동,다리 뻗어 올리기
40대,1,준비운동,앉아서 밀기
40대,1,마무리운동,바벨 들어 팔꿈치 굽히기
40대,1,마무리운동,앉아서 밀기
40대,1,마무리운동,서서 바벨 위로 밀기
40대,1,마무리운동,발 닿기
40대,1,마무리운동,웅크리고 앉아 손잡고 상체 숙이기
40대,2,본운동,누워서 팔 밀기
40대,2,본운동,의자에 앉아 물병 들고 몸통 돌리기
40대,2,본운동,몸통 옆으로 굽히기
40대,2,본운동,맨몸운동  루틴프로그램
40대,2,본운동,다리 넓게 벌려 앉았다 일어서기
40대,2,준비운동,손 뻗어 윗몸 일으키기
40대,2,준비운동,앉아서 밀기
40대,2,준비운동,달리기
40대,2,준비운동,다리 뻗어 올리기
40대,2,준비운동,윗몸 일으키기
40대,2,마무리운동,웅크리고 앉아 손잡고 상체 숙이기
40대,2,마무리운동,뒤로 팔 뻗기
40대,2,마무리운동,팔꿈치 고정 후 벌리기
40대,2,마무리운동,바벨 들어 팔꿈치 굽히기
40대,2,마무리운동,앉아서 밀기
40대,3,본운동,몸통 옆으로 굽히기
40대,3,본운동,앉았다 일어서기
40대,3,본운동,누워서 팔 밀기
40대,3,본운동,의자에 앉아 물병 들고 몸통 돌리기
40대,3,본운동,다리 넓게 벌려 앉았다 일어서기
40대,3,준비운동,앉아서 밀기
40대,3,준비운동,사다리 안팎 뛰기
40대,3,준비운동,앉았다 일어서기
40대,3,준비운동,짝 운동
40대,3,준비운동,엎드려 버티기
40대,3,마무리운동,앉아서 밀기
40대,3,마무리운동,뒤로 팔 뻗기
40대,3,마무리운동,바벨 들어 팔꿈치 굽히기
40대,3,마무리운동,팔꿈치 고정 후 벌리기
40대,3,마무리운동,서서 바벨 위로 밀기
50대,4,본운동,실내 자전거타기
50대,4,본운동,배스트레칭
50대,4,본운동,트레드밀에서 걷기
50대,4,본운동,네발기기 자세로 팔 다리 들기
50대,4,본운동,엎드려서 팔 다리 들기
50대,4,준비운동,아래 팔 스트레칭
50대,4,준비운동,배스트레칭
50대,4,준비운동,넙다리 안쪽 스트레칭
50대,4,준비운동,옆구리 스트레칭
50대,4,준비운동,넙다리 앞쪽 스트레칭
50대,4,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,4,마무리운동,스텝퍼 올라가서 점프하여 착지하기
50대,4,마무리운동,가슴/어깨 앞쪽 스트레칭
50대,4,마무리운동,무릎굽혀 원 그리기
50대,4,마무리운동,스텝퍼 뛰어서 오르내리기
50대,1,본운동,버피운동
50대,1,본운동,사다리 옆으로 발 옮기기
50대,1,본운동,계단 두발 뛰기
50대,1,본운동,사다리 좌우 뛰기
50대,1,본운동,앉았다 일어서면서 점프하기
50대,1,준비운동,서서 균형잡기
50대,1,준비운동,팔벌려뛰기
50대,1,준비운동,한발 앞으로 내밀고 앉았다 일어서기
50대,1,준비운동,하지 루틴 스트레칭1
50대,1,준비운동,무릎 높여 제자리 달리기
50대,1,마무리운동,계단 뛰어 오르기
50대,1,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,1,마무리운동,수건 이용하여 장딴지 늘리기
50대,1,마무리운동,굽힘 밸런스운동-60~120도 사이
50대,1,마무리운동,진자운동
50대,2,본운동,윗몸올리기
50대,2,본운동,팔굽혀펴기
50대,2,본운동,서서 다리로 탄력밴드 당기기 I
50대,2,본운동,실내 자전거타기
50대,2,본운동,네발기기 자세로 팔 다리 들기
50대,2,준비운동,물병 옆으로 들어올리기
50대,2,준비운동,하지 루틴 스트레칭1
50대,2,준비운동,상지 루틴 스트레칭
50대,2,준비운동,허리 스트레칭
50대,2,준비운동,아래 팔 스트레칭
50대,2,마무리운동,계단 뛰어 오르기
50대,2,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,2,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,2,마무리운동,넙다리 뒤쪽 스트레칭
50대,2,마무리운동,사다리 안팎 뛰기
50대,3,본운동,팔굽혀펴기
50대,3,본운동,엎드려서 팔 다리 들기
50대,3,본운동,배스트레칭
50대,3,본운동,네발기기 자세로 팔 다리 들기
50대,3,본운동,실내 자전거타기
50대,3,준비운동,하지 루틴 스트레칭1
50대,3,준비운동,옆구리 스트레칭
50대,3,준비운동,아래 팔 스트레칭
50대,3,준비운동,배스트레칭
50대,3,준비운동,넙다리 앞쪽 스트레칭
50대,3,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,3,마무리운동,허리 스트레칭
50대,3,마무리운동,넙다리 뒤쪽 스트레칭
50대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
50대,3,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,4,본운동,윗몸올리기
50대,4,본운동,짐볼을 이용한 동적 루틴 스트레칭
50대,4,본운동,배스트레칭
50대,4,본운동,작은 공을 이용한 동적 루틴 스트레칭
50대,4,본운동,옆구리 스트레칭
50대,4,준비운동,아래 팔 스트레칭
50대,4,준비운동,동적 스트레칭 루틴프로그램
50대,4,준비운동,넙다리 안쪽 스트레칭
50대,4,준비운동,넙다리 앞쪽 스트레칭
50대,4,준비운동,옆구리 스트레칭
50대,4,마무리운동,가슴/어깨 앞쪽 스트레칭
50대,4,마무리운동,시소우
50대,4,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,4,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,4,마무리운동,배스트레칭
50대,1,본운동,사다리 옆으로 발 옮기기
50대,1,본운동,버피운동
50대,1,본운동,사다리 좌우 뛰기
50대,1,본운동,앉았다 일어서면서 점프하기
50대,1,본운동,점프 팔굽혀펴기
50대,1,준비운동,서서 균형잡기
50대,1,준비운동,팔벌려뛰기
50대,1,준비운동,버피운동
50대,1,준비운동,한발 앞으로 내밀고 앉았다 일어서기
50대,1,준비운동,무릎 높여 제자리 달리기
50대,1,마무리운동,계단 뛰어 오르기
50대,1,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,1,마무리운동,누워서 엉덩이 들어올리기
50대,1,마무리운동,팔 벌려 뛰기
50대,1,마무리운동,굽힘 밸런스운동-60~120도 사이
50대,2,본운동,윗몸올리기
50대,2,본운동,팔굽혀펴기
50대,2,본운동,계단 두발 뛰기
50대,2,본운동,계단 한발 뛰기
50대,2,본운동,사다리 옆으로 발 옮기기
50대,2,준비운동,허리 스트레칭
50대,2,준비운동,아래 팔 스트레칭
50대,2,준비운동,자가근막이완술 루틴 스트레칭
50대,2,준비운동,넙다리 앞쪽 스트레칭
50대,2,준비운동,스텝퍼 오르내리기
50대,2,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,2,마무리운동,가슴/어깨 앞쪽 스트레칭
50대,2,마무리운동,계단 뛰어 오르기
50대,2,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,2,마무리운동,팔 벌려 뛰기
50대,3,본운동,팔굽혀펴기
50대,3,본운동,짐볼을 이용한 동적 루틴 스트레칭
50대,3,본운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,3,본운동,유산소 운동 전 동적 루틴 스트레칭
50대,3,본운동,누워서 수직으로 다리 들어올리기
50대,3,준비운동,아래 팔 스트레칭
50대,3,준비운동,허리 스트레칭
50대,3,준비운동,가슴/어깨 앞쪽 스트레칭
50대,3,준비운동,넙다리 앞쪽 스트레칭
50대,3,준비운동,옆구리 스트레칭
50대,3,마무리운동,가슴/어깨 앞쪽 스트레칭
50대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
50대,3,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,3,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,3,마무리운동,허리 스트레칭
50대,4,본운동,엎드려 팔 대고 버티기
50대,4,본운동,앉았다 일어서기
50대,4,본운동,윗몸말아올리기
50대,4,본운동,1단 줄넘기
50대,4,본운동,팔굽혀펴기
50대,4,준비운동,다리 벌려 옆으로 상체 숙이기
50대,4,준비운동,다리 벌려 앞으로 상체 숙이기
50대,4,준비운동,다리 모아 상체 숙이기
50대,4,준비운동,발목 얹고 다리 잡아당기기
50대,4,준비운동,제자리 뛰기
50대,4,마무리운동,다리 벌려 앞으로 상체 숙이기
50대,4,마무리운동,발목 얹고 다리 잡아당기기
50대,4,마무리운동,누워서 굽힌 다리 펴기
50대,4,마무리운동,무릎 굽혀 가슴 닿기
50대,4,마무리운동,다리 벌려 옆으로 상체 숙이기
50대,1,본운동,벽패스
50대,1,본운동,잔발치기
50대,1,본운동,공 양손으로 주고 받기
50대,1,본운동,2단 줄넘기
50대,1,본운동,버피운동
50대,1,준비운동,다리 벌려 옆으로 상체 숙이기
50대,1,준비운동,다리 벌려 앞으로 상체 숙이기
50대,1,준비운동,서서 균형잡기
50대,1,준비운동,다리 모아 상체 숙이기
50대,1,준비운동,양발 모았다 벌려뛰기
50대,1,마무리운동,발목 얹고 다리 잡아당기기
50대,1,마무리운동,무릎 굽혀 가슴 닿기
50대,1,마무리운동,다리 벌려 앞으로 상체 숙이기
50대,1,마무리운동,콘운동  루틴프로그램
50대,1,마무리운동,누워서 굽힌 다리 펴기
50대,2,본운동,벽패스
50대,2,본운동,잔발치기
50대,2,본운동,2단 줄넘기
50대,2,본운동,공 양손으로 주고 받기
50대,2,본운동,엎드려 팔 대고 버티기
50대,2,준비운동,다리 벌려 옆으로 상체 숙이기
50대,2,준비운동,다리 벌려 앞으로 상체 숙이기
50대,2,준비운동,다리 모아 상체 숙이기
50대,2,준비운동,발목 얹고 다리 잡아당기기
50대,2,준비운동,공 양손으로 주고 받기
50대,2,마무리운동,발목 얹고 다리 잡아당기기
50대,2,마무리운동,다리 벌려 앞으로 상체 숙이기
50대,2,마무리운동,무릎 굽혀 가슴 닿기
50대,2,마무리운동,누워서 굽힌 다리 펴기
50대,2,마무리운동,다리 벌려 옆으로 상체 숙이기
50대,3,본운동,잔발치기
50대,3,본운동,벽패스
50대,3,본운동,앉았다 일어서기
50대,3,본운동,엎드려 다리 들어올리기
50대,3,본운동,엎드려 팔 대고 버티기
50대,3,준비운동,다리 벌려 옆으로 상체 숙이기
50대,3,준비운동,다리 벌려 앞으로 상체 숙이기
50대,3,준비운동,다리 모아 상체 숙이기
50대,3,준비운동,발목 얹고 다리 잡아당기기
50대,3,준비운동,하지 루틴 스트레칭1
50대,3,마무리운동,발목 얹고 다리 잡아당기기
50대,3,마무리운동,다리 벌려 앞으로 상체 숙이기
50대,3,마무리운동,무릎 굽혀 가슴 닿기
50대,3,마무리운동,다리 벌려 옆으로 상체 숙이기
50대,3,마무리운동,누워서 굽힌 다리 펴기
50대,4,본운동,앉았다 일어서기
50대,4,본운동,윗몸말아올리기
50대,4,본운동,팔굽혀펴기
50대,4,본운동,합장하여 앞으로 숙이기
50대,4,본운동,1단 줄넘기
50대,4,준비운동,다리 벌려 옆으로 상체 숙이기
50대,4,준비운동,다리 벌려 앞으로 상체 숙이기
50대,4,준비운동,다리 모아 상체 숙이기
50대,4,준비운동,발목 얹고 다리 잡아당기기
50대,4,준비운동,제자리 뛰기
50대,4,마무리운동,다리 벌려 앞으로 상체 숙이기
50대,4,마무리운동,발목 얹고 다리 잡아당기기
50대,4,마무리운동,누워서 굽힌 다리 펴기
50대,4,마무리운동,다리 벌려 옆으로 상체 숙이기
50대,4,마무리운동,무릎 굽혀 가슴 닿기
50대,1,본운동,벽패스
50대,1,본운동,잔발치기
50대,1,본운동,볼 튕기면서 스쿼트
50대,1,본운동,앉았다 일어서면서 점프하기
50대,1,본운동,버피운동
50대,1,준비운동,다리 벌려 옆으로 상체 숙이기
50대,1,준비운동,다리 벌려 앞으로 상체 숙이기
50대,1,준비운동,서서 균형잡기
50대,1,준비운동,다리 모아 상체 숙이기
50대,1,준비운동,팔벌려뛰기
50대,1,마무리운동,다리 벌려 앞으로 상체 숙이기
50대,1,마무리운동,발목 얹고 다리 잡아당기기
50대,1,마무리운동,동적 스트레칭 루틴프로그램
50대,1,마무리운동,무릎 굽혀 가슴 닿기
50대,1,마무리운동,콘운동  루틴프로그램
50대,2,본운동,벽패스
50대,2,본운동,잔발치기
50대,2,본운동,앉았다 일어서기
50대,2,본운동,엎드려 다리 들어올리기
50대,2,본운동,윗몸말아올리기
50대,2,준비운동,다리 벌려 옆으로 상체 숙이기
50대,2,준비운동,다리 벌려 앞으로 상체 숙이기
50대,2,준비운동,다리 모아 상체 숙이기
50대,2,준비운동,발목 얹고 다리 잡아당기기
50대,2,준비운동,제자리 뛰기
50대,2,마무리운동,다리 벌려 앞으로 상체 숙이기
50대,2,마무리운동,발목 얹고 다리 잡아당기기
50대,2,마무리운동,동적 스트레칭 루틴프로그램
50대,2,마무리운동,무릎 굽혀 가슴 닿기
50대,2,마무리운동,다리 벌려 옆으로 상체 숙이기
50대,3,본운동,앉았다 일어서기
50대,3,본운동,합장하여 앞으로 숙이기
50대,3,본운동,잔발치기
50대,3,본운동,엎드려 다리 들어올리기
50대,3,본운동,벽패스
50대,3,준비운동,다리 벌려 옆으로 상체 숙이기
50대,3,준비운동,다리 벌려 앞으로 상체 숙이기
50대,3,준비운동,다리 모아 상체 숙이기
50대,3,준비운동,발목 얹고 다리 잡아당기기
50대,3,준비운동,제자리 뛰기
50대,3,마무리운동,다리 벌려 앞으로 상체 숙이기
50대,3,마무리운동,발목 얹고 다리 잡아당기기
50대,3,마무리운동,무릎 굽혀 가슴 닿기
50대,3,마무리운동,다리 벌려 옆으로 상체 숙이기
50대,3,마무리운동,동적 스트레칭 루틴프로그램
50대,4,본운동,트레드밀에서 걷기
50대,4,본운동,실내 자전거타기
50대,4,본운동,배스트레칭
50대,4,본운동,서서 뒤꿈치 들기
50대,4,본운동,옆구리 스트레칭
50대,4,준비운동,상지 루틴 스트레칭
50대,4,준비운동,하지 루틴 스트레칭1
50대,4,준비운동,옆구리 스트레칭
50대,4,준비운동,배스트레칭
50대,4,준비운동,넙다리 안쪽 스트레칭
50대,4,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,4,마무리운동,옆구리 스트레칭
50대,4,마무리운동,옆으로 펀치하기
50대,4,마무리운동,스텝퍼 올라가서 점프하여 착지하기
50대,4,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,1,본운동,버피운동
50대,1,본운동,사다리 옆으로 발 옮기기
50대,1,본운동,실내 자전거타기
50대,1,본운동,트레드밀에서 걷기
50대,1,본운동,팔벌려뛰기
50대,1,준비운동,하지 루틴 스트레칭1
50대,1,준비운동,서서 균형잡기
50대,1,준비운동,상지 루틴 스트레칭
50대,1,준비운동,한발 앞으로 내밀고 앉았다 일어서기
50대,1,준비운동,한발 앞으로 내밀고 앉았다 일어서기
50대,1,마무리운동,계단 뛰어 오르기
50대,1,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,1,마무리운동,넙다리 앞쪽 스트레칭
50대,1,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,1,마무리운동,누워서 엉덩이 들어올리기
50대,2,본운동,트레드밀에서 걷기
50대,2,본운동,실내 자전거타기
50대,2,본운동,수영
50대,2,본운동,네발기기 자세로 팔 다리 들기
50대,2,본운동,배스트레칭
50대,2,준비운동,상지 루틴 스트레칭
50대,2,준비운동,하지 루틴 스트레칭1
50대,2,준비운동,물병 옆으로 들어올리기
50대,2,준비운동,한발 앞으로 내밀고 앉았다 일어서기
50대,2,준비운동,한발 앞으로 내밀고 앉았다 일어서기
50대,2,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,2,마무리운동,계단 뛰어 오르기
50대,2,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,2,마무리운동,넙다리 앞쪽 스트레칭
50대,2,마무리운동,넙다리 뒤쪽 스트레칭
50대,3,본운동,실내 자전거타기
50대,3,본운동,서서 뒤꿈치 들기
50대,3,본운동,트레드밀에서 걷기
50대,3,본운동,허리 스트레칭
50대,3,본운동,엎드려서 팔 다리 들기
50대,3,준비운동,하지 루틴 스트레칭1
50대,3,준비운동,상지 루틴 스트레칭
50대,3,준비운동,옆구리 스트레칭
50대,3,준비운동,물병 옆으로 들어올리기
50대,3,준비운동,배스트레칭
50대,3,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,3,마무리운동,넙다리 앞쪽 스트레칭
50대,3,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,3,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
50대,3,마무리운동,목 스트레칭
50대,4,본운동,트레드밀에서 걷기
50대,4,본운동,배스트레칭
50대,4,본운동,넙다리 뒤쪽 스트레칭
50대,4,본운동,옆구리 스트레칭
50대,4,본운동,윗몸올리기
50대,4,준비운동,아래 팔 스트레칭
50대,4,준비운동,옆구리 스트레칭
50대,4,준비운동,넙다리 안쪽 스트레칭
50대,4,준비운동,상지 루틴 스트레칭
50대,4,준비운동,배스트레칭
50대,4,마무리운동,가슴/어깨 앞쪽 스트레칭
50대,4,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,4,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,4,마무리운동,옆구리 스트레칭
50대,4,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
50대,1,본운동,버피운동
50대,1,본운동,사다리 옆으로 발 옮기기
50대,1,본운동,점프 팔굽혀펴기
50대,1,본운동,앉았다 일어서면서 점프하기
50대,1,본운동,사다리 좌우 뛰기
50대,1,준비운동,서서 균형잡기
50대,1,준비운동,한발 앞으로 내밀고 앉았다 일어서기
50대,1,준비운동,팔벌려뛰기
50대,1,준비운동,스텝퍼 뛰어서 오르내리기
50대,1,준비운동,버피운동
50대,1,마무리운동,계단 뛰어 오르기
50대,1,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,1,마무리운동,달리기
50대,1,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,1,마무리운동,의자이용 유연성운동 루틴 프로그램
50대,2,본운동,윗몸올리기
50대,2,본운동,넙다리 뒤쪽 스트레칭
50대,2,본운동,무릎 높여 제자리 달리기
50대,2,본운동,점프 팔굽혀펴기
50대,2,본운동,수영
50대,2,준비운동,상지 루틴 스트레칭
50대,2,준비운동,허리 스트레칭
50대,2,준비운동,누워서 엉덩이 들어올리기
50대,2,준비운동,물병 옆으로 들어올리기
50대,2,준비운동,스텝퍼 뛰어서 오르내리기
50대,2,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,2,마무리운동,달리기
50대,2,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,2,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
50대,2,마무리운동,계단 뛰어 오르기
50대,3,본운동,넙다리 뒤쪽 스트레칭
50대,3,본운동,허리 스트레칭
50대,3,본운동,옆구리 스트레칭
50대,3,본운동,수영
50대,3,본운동,배스트레칭
50대,3,준비운동,하지 루틴 스트레칭1
50대,3,준비운동,상지 루틴 스트레칭
50대,3,준비운동,허리 스트레칭
50대,3,준비운동,가슴/어깨 앞쪽 스트레칭
50대,3,준비운동,옆구리 스트레칭
50대,3,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,3,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
50대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
50대,3,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,3,마무리운동,옆구리 스트레칭
50대,4,본운동,실내 자전거타기
50대,4,본운동,트레드밀에서 걷기
50대,4,본운동,수영
50대,4,본운동,네발기기 자세로 팔 다리 들기
50대,4,본운동,실외 자전거타기
50대,4,준비운동,하지 루틴 스트레칭1
50대,4,준비운동,배스트레칭
50대,4,준비운동,상지 루틴 스트레칭
50대,4,준비운동,실외 자전거타기
50대,4,준비운동,옆구리 스트레칭
50대,4,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,4,마무리운동,옆구리 스트레칭
50대,4,마무리운동,옆으로 펀치하기
50대,4,마무리운동,목 스트레칭
50대,4,마무리운동,스텝퍼 올라가서 점프하여 착지하기
50대,1,본운동,실내 자전거타기
50대,1,본운동,트레드밀에서 걷기
50대,1,본운동,수영
50대,1,본운동,버피운동
50대,1,본운동,네발기기 자세로 팔 다리 들기
50대,1,준비운동,하지 루틴 스트레칭1
50대,1,준비운동,서서 균형잡기
50대,1,준비운동,물속에서 걷기
50대,1,준비운동,한발 앞으로 내밀고 앉았다 일어서기
50대,1,준비운동,실외 자전거타기
50대,1,마무리운동,계단 뛰어 오르기
50대,1,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,1,마무리운동,의자이용 유연성운동 루틴 프로그램
50대,1,마무리운동,넙다리 앞쪽 스트레칭
50대,1,마무리운동,누워서 엉덩이 들어올리기
50대,2,본운동,실내 자전거타기
50대,2,본운동,트레드밀에서 걷기
50대,2,본운동,수영
50대,2,본운동,네발기기 자세로 팔 다리 들기
50대,2,본운동,서서 다리로 탄력밴드 당기기 II
50대,2,준비운동,하지 루틴 스트레칭1
50대,2,준비운동,상지 루틴 스트레칭
50대,2,준비운동,물속에서 걷기
50대,2,준비운동,물병 옆으로 들어올리기
50대,2,준비운동,실외 자전거타기
50대,2,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,2,마무리운동,어깨 양 옆으로 돌리기
50대,2,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,2,마무리운동,의자이용 유연성운동 루틴 프로그램
50대,2,마무리운동,계단 뛰어 오르기
50대,3,본운동,실내 자전거타기
50대,3,본운동,트레드밀에서 걷기
50대,3,본운동,수영
50대,3,본운동,네발기기 자세로 팔 다리 들기
50대,3,본운동,실외 자전거타기
50대,3,준비운동,하지 루틴 스트레칭1
50대,3,준비운동,상지 루틴 스트레칭
50대,3,준비운동,실외 자전거타기
50대,3,준비운동,물병 옆으로 들어올리기
50대,3,준비운동,물속에서 걷기
50대,3,마무리운동,유산소 운동 전 동적 루틴 스트레칭
50대,3,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
50대,3,마무리운동,목 스트레칭
50대,3,마무리운동,옆구리 스트레칭
50대,3,마무리운동,허리 스트레칭
50대,4,본운동,실내 자전거타기
50대,4,본운동,트레드밀에서 걷기
50대,4,본운동,실외 자전거타기
50대,4,본운동,수영
50대,4,본운동,서서 탄력밴드 당겨내리기/올리기
50대,4,준비운동,짐볼 앉기 평형성 운동 루틴 프로그램
50대,4,준비운동,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
50대,4,준비운동,베개 밟고 서기 평형성 운동 루틴 프로그램
50대,4,준비운동,아래 팔 스트레칭
50대,4,준비운동,허리 스트레칭
50대,4,마무리운동,옆구리 스트레칭
50대,4,마무리운동,시소우
50대,4,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
50대,4,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,4,마무리운동,가슴/어깨 앞쪽 스트레칭
50대,1,본운동,버피운동
50대,1,본운동,사다리 옆으로 발 옮기기
50대,1,본운동,앉아서 다리 밀기
50대,1,본운동,실내 자전거타기
50대,1,본운동,앉았다 일어서면서 점프하기
50대,1,준비운동,서서 균형잡기
50대,1,준비운동,스텝퍼 뛰어서 오르내리기
50대,1,준비운동,무릎 높여 제자리 달리기
50대,1,준비운동,한발 앞으로 내밀고 앉았다 일어서기
50대,1,준비운동,버피운동
50대,1,마무리운동,의자이용 유연성운동 루틴 프로그램
50대,1,마무리운동,자가근막이완술 루틴 스트레칭
50대,1,마무리운동,계단 뛰어 오르기
50대,1,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,1,마무리운동,달리기
50대,2,본운동,수영
50대,2,본운동,실내 자전거타기
50대,2,본운동,트레드밀에서 걷기
50대,2,본운동,서서 다리로 탄력밴드 당기기 II
50대,2,본운동,실외 자전거타기
50대,2,준비운동,허리 스트레칭
50대,2,준비운동,덤벨 잡고 앉았다 일어서기
50대,2,준비운동,자가근막이완술 루틴 스트레칭
50대,2,준비운동,스텝퍼 뛰어서 오르내리기
50대,2,준비운동,계단 올라갔다 내려오기
50대,2,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,2,마무리운동,자가근막이완술 루틴 스트레칭
50대,2,마무리운동,의자이용 유연성운동 루틴 프로그램
50대,2,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
50대,2,마무리운동,달리기
50대,3,본운동,수영
50대,3,본운동,실내 자전거타기
50대,3,본운동,실외 자전거타기
50대,3,본운동,트레드밀에서 걷기
50대,3,본운동,허리 스트레칭
50대,3,준비운동,하지 루틴 스트레칭1
50대,3,준비운동,허리 스트레칭
50대,3,준비운동,가슴/어깨 앞쪽 스트레칭
50대,3,준비운동,덤벨 잡고 앉았다 일어서기
50대,3,준비운동,계단 올라갔다 내려오기
50대,3,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
50대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
50대,3,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
50대,3,마무리운동,옆구리 스트레칭
50대,3,마무리운동,목 스트레칭
50대,4,본운동,실내 자전거타기
50대,4,본운동,트레드밀에서 걷기
50대,4,본운동,서서 뒤꿈치 들기
50대,4,본운동,의자에 앉아 다리 뻗어 올리기
