CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,MBER_CO,FOND_DE
송파구,서울특별시,서울특별시 송파구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210615
송파구골프협회,서울특별시,서울특별시 송파구,골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220705
송파구소프트테니스협회,서울특별시,서울특별시 송파구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,33,20220427
송파구소프트테니스협회,서울특별시,서울특별시 송파구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,27,20200115
송파구팀,서울특별시,서울특별시 전체,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20190510
송파중여자배구부,서울특별시,서울특별시 송파구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,23,20230420
송파창스,서울특별시,서울특별시 송파구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220926
송학클럽,전라북도,전라북도 익산시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,16,20230407
쇠부리탁구클럽,울산광역시,울산광역시 북구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200811
수,제주특별자치도,제주특별자치도 서귀포시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,14,20211022
수(秀),대전광역시,대전광역시 대덕구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,14,20191226
수국회,대구광역시,대구광역시 수성구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220614
수달,광주광역시,광주광역시 남구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20201214
수달상회,서울특별시,서울특별시 용산구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,12,20210223
수덕관합기도장클럽,경상북도,경상북도 구미시,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20220510
수도산 국학기공,경상북도,경상북도 포항시북구,국학기공,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36,20220803
수락유도스쿨,서울특별시,서울특별시 노원구,유도,체육동호인조직,"13세이하부,16세이하부,19세이하부,실업(일반)",혼성,3,20221229
수력발전소,경기도,경기도 성남시분당구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20221102
수련원클럽,전라북도,전라북도 군산시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20230406
수룡관합기도클럽,경상북도,경상북도 칠곡군,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220510
수리산,경기도,경기도 군포시,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201024
수리산악회,경기도,경기도 군포시,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20221031
수린이,경기도,경기도 광명시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20201118
수마일,충청남도,충청남도 천안시동남구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,6,20220630
수미사,울산광역시,울산광역시 울주군,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220706
수변클럽,울산광역시,울산광역시 남구,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,18,20200115
수석검도관,인천광역시,인천광역시 부평구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220718
수석검도관,인천광역시,인천광역시 부평구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,13,20191105
수성구보디빌딩협회,대구광역시,대구광역시 수성구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20190607
수성구스포츠클럽,대구광역시,대구광역시 중구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210609
수성구탁구협회,대구광역시,대구광역시 수성구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,3,20200815
수성아트복싱클럽(침산점),대구광역시,대구광역시 북구,복싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,18,20200903
수성클럽,전라북도,전라북도 정읍시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20230510
수성클럽,대구광역시,대구광역시 달서구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220523
수승화강클럽,울산광역시,울산광역시 동구,국학기공,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,15,20221226
수연팀,서울특별시,서울특별시 노원구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220822
수영가자,충청남도,충청남도 홍성군,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220630
수영구 선구클럽,부산광역시,부산광역시 수영구,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220506
수영구 스포츠클럽,부산광역시,부산광역시 수영구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,19,20230316
수영꿈나무,전라북도,전라북도 군산시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,8,20220705
수영에반하다,대구광역시,대구광역시 달성군,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20220708
수영인,서울특별시,서울특별시 중랑구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230317
수완음악줄넘기클럽,광주광역시,광주광역시 광산구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,20200615
수완전수관,광주광역시,광주광역시 광산구,택견,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230328
수요클럽,경상북도,경상북도 영주시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20201019
수원 인라인,경기도,경기도 수원시팔달구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20220519
수원나인스타,경기도,경기도 수원시권선구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,17,20220811
수원나인스타,경기도,경기도 수원시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20210701
수원대학교,경기도,경기도 화성시,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20221102
수원드림점프줄세상,경기도,경기도 수원시 권선구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20211001
수원마루한태권도장,경기도,경기도 수원시권선구,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,12,20220914
수원망포점프스타줄넘기,경기도,경기도 수원시영통구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20230310
수원산악상비1군,경기도,경기도 수원시영통구,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,8,20221107
수원산악상비1군,경기도,경기도 수원시팔달구,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,17,20221103
수원시바둑협회,경기도,경기도 수원시팔달구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,9,20220706
수원시볼링협회,경기도,경기도 수원시장안구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,6,20220609
수원시분회,경기도,경기도 수원시권선구,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220428
수원시소프트테니스협회,경기도,경기도 수원시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,17,20200203
수원시소프트테니스협회,경기도,경기도 수원시권선구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,38,20220520
수원시줄넘기시범단,경기도,경기도 수원시,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,15,20200218
수원시체조협회,경기도,경기도 화성시,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,30,20221004
수원시펜싱협회 클럽,경기도,경기도 수원시,펜싱,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,16,20200227
수원시펜싱협회클럽,경기도,경기도 수원시팔달구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20220720
수원용인대천성태권도장,경기도,경기도 수원시권선구,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20220908
수원조정클럽,경기도,경기도 용인시기흥구,조정,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,19,20220310
수원조정클럽,경기도,경기도 수원시,조정,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,17,20191206
수원펜싱클럽,경기도,경기도 수원시영통구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,28,20220620
수원펜싱클럽,경기도,경기도 수원시 영통구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,23,20210303
수월검도관,서울특별시,서울특별시 동작구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220621
수정클럽,부산광역시,부산광역시 동구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220428
수줄넘기클럽,서울특별시,서울특별시 강동구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20230309
수지로얄,경기도,경기도 용인시 수지구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20211111
수퍼스타즈,서울특별시,서울특별시 광진구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20220414
수학책,충청남도,충청남도 금산군,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20230224
수호랑반다비,강원도,강원도 춘천시,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,39,20190319
숙명여자대학교,서울특별시,서울특별시 용산구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,8,20221025
숙스포츠,서울특별시,서울특별시 양천구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,8,20220714
순창군,전라북도,전라북도 순창군,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20220511
순창그라운드골프,전라북도,전라북도 순창군,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,21,20220621
순창배사모,전라북도,전라북도 순창군,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,13,20220927
순창상조,전라북도,전라북도 순창군,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220624
순창열혈,전라북도,전라북도 순창군,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220720
순창위너,전라북도,전라북도 순창군,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20220624
순창클럽,전라북도,전라북도 순창군,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20220531
순창클럽,전라북도,전라북도 순창군,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,19,20230406
순창화이트볼,전라북도,전라북도 순창군,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,31,20220427
순창화이트볼,전라북도,전라북도 순창군,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,25,20200205
순천 더원,전라남도,전라남도 순천시,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20210219
순천검도관,전라남도,전라남도 순천시,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230323
순천남산클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,24,20230417
순천남산클럽,전라남도,전라남도 순천시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220427
순천만클럽,전라남도,전라남도 순천시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220427
순천배사모클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,25,20230417
순천봉화,전라남도,전라남도 순천시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20220713
순천부영클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20230417
순천비봉클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,23,20230407
순천성동클럽,전라남도,전라남도 순천시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220427
순천소나무클럽,전라남도,전라남도 순천시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20220427
순천스카이클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,27,20230407
순천스쿼시,전라남도,전라남도 순천시,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20220621
순천스쿼시(팡팡),전라남도,전라남도 순천시,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20201121
순천스피드인라인,전라남도,전라남도 순천시,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20190321
순천스피드인라인클럽,전라남도,전라남도 순천시,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,22,20230310
순천승평클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,19,20230407
순천시 유청소년리그,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,92,20230508
순천시게이트볼협회,전라남도,전라남도 순천시,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20220509
순천시그라운드골프협회,전라남도,전라남도 순천시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,13,20200622
순천시바둑협회,전라남도,전라남도 순천시,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,26,20220516
순천시소프트테니스협회,전라남도,전라남도 순천시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,18,20200117
순천신대클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,38,20230407
순천신명탁구클럽,전라남도,전라남도 순천시,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200815
순천연향클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,40,20230407
순천왕지클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230417
순천우리택견클럽,전라남도,전라남도 순천시,택견,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20230222
순천조례클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,30,20230407
순천중앙클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230417
순천챔피언클럽,전라남도,전라남도 순천시,테니스,공공스포츠클럽,20세이상부,남성,1,20200206
순천팔마,전라남도,전라남도 순천시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,31,20220719
순천팔마클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,22,20230417
순천팔마클럽,전라남도,전라남도 순천시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,8,20220427
순천프라임클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35,20230417
순천한사랑클럽,전라남도,전라남도 순천시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,5,20210523
순천한올클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,21,20230417
순천향림클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,18,20230417
순천효산클럽,전라남도,전라남도 순천시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20230417
순한데이,서울특별시,서울특별시 송파구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,8,20220816
숨결태극권,경기도,경기도 안성시,우슈,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220513
숨비소리,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,22,20220510
슈팅스타,부산광역시,부산광역시 부산진구,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,33,20220816
슈퍼스타,경기도,경기도 이천시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20220621
슛이글,전라북도,전라북도 전주시덕진구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,8,20220408
스나이퍼,경기도,경기도 김포시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,25,20220616
스나이퍼,강원도,강원도 동해시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200227
스동,부산광역시,부산광역시 남구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,24,20220406
스마일,서울특별시,서울특별시 용산구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20220511
스마일배구동호회,강원도,강원도 원주시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201027
스마일배구동호회,강원도,강원도 원주시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220510
스마일스쿼시,경기도,경기도 용인시 처인구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20211119
스마일클럽,충청북도,충청북도 옥천군,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20230427
스마트점핑,울산광역시,울산광역시 중구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,6,20220318
스맥스,경기도,경기도 용인시수지구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220830
스볼년놈,서울특별시,서울특별시 동대문구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,20210630
스와츠,서울특별시,서울특별시 양천구,럭비,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20220526
스우배,경기도,경기도 부천시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,5,20211102
스위머,전라북도,전라북도 전주시덕진구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20220628
스위머,경기도,경기도 안산시 상록구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211209
스위밍,광주광역시,광주광역시 남구,수영,공공스포츠클럽,20세이상부,혼성,6,20210304
스위밍차일드,광주광역시,광주광역시 동구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,54,20220621
스위프트 어택,전라북도,전라북도 전주시덕진구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220321
스윔라인,서울특별시,서울특별시 서초구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220629
스윔브로,서울특별시,서울특별시 강남구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,23,20220621
스윔포유(swim4u),서울특별시,서울특별시 광진구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20201119
스윔플림,경기도,경기도 양평군,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220705
스윔플림(SWIMPLIM),경기도,경기도 남양주시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20190523
스윕,서울특별시,서울특별시 전체,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,14,20210608
스윕,부산광역시,부산광역시 부산진구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,17,20220317
스윕(sweep),서울특별시,서울특별시 영등포구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20220519
스카이,전라북도,전라북도 군산시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,13,20220628
스카이,전라북도,전라북도 정읍시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,22,20230407
스카이 패러글라이딩 학교,경기도,경기도 용인시 처인구,패러글라이딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201207
스카이컴퍼니,경기도,경기도 화성시,스키,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20230222
스카이패러글라이딩학교,경기도,경기도 용인시처인구,패러글라이딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20230125
스캠프,충청북도,충청북도 청주시 서원구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,6,20211124
스쿼시 in 포항,경상북도,경상북도 포항시남구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220901
스쿼시연구회,인천광역시,인천광역시 연수구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20220824
스쿼시연구회,인천광역시,인천광역시 연수구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20211125
스쿼시포스트,서울특별시,서울특별시 관악구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220622
스킬펜싱클럽,서울특별시,서울특별시 강남구,펜싱,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,16,20200228
스킬펜싱클럽,서울특별시,서울특별시 강남구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,25,20220617
스타,광주광역시,광주광역시 남구,우슈,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20220414
스타,전라북도,전라북도 전주시완산구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220531
스타보드요트클럽,충청남도,충청남도 보령시,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220802
스타워즈,전라북도,전라북도 전주시완산구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220627
스타클럽,경기도,경기도 구리시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,15,20230330
스타펜싱아카데미,서울특별시,서울특별시 강서구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,17,20220617
스타펜싱아카데미,서울특별시,서울특별시 강서구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20211105
스타피쉬스윔스쿨,대구광역시,대구광역시 수성구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20230411
스탈릿백호태권도장,인천광역시,인천광역시 서구,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,27,20220823
스턴,전라북도,전라북도 익산시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,17,20220315
스텔스,울산광역시,울산광역시 남구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20190410
스텔스,전라북도,전라북도 전주시완산구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220610
스톤헨지,인천광역시,인천광역시 연수구,컬링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20220905
스톰맥스,대구광역시,대구광역시 달성군,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35,20220420
스트라이커,전라북도,전라북도 익산시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220623
스트로커,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,16,20220509
스트로커,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,20,20211022
스트롱플러스FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,30,20220406
스파이럴,경기도,경기도 성남시,치어리딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,11,20200727
스페셜원,서울특별시,서울특별시 관악구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220621
