CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,Latitude,Longitude
인천연수구인천동춘,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천드림,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천무지개,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천송도,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천연수,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천연수구모닝,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천와치,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천인송,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천지방변호사회,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천청학,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천함박,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천해송,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천혼,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구일상감사FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구쥬피터,인천광역시,인천광역시      ,축구,체육동호인조직,대학부,혼성,37.456,126.7052
인천연수카누클럽,인천광역시,인천광역시       연수구,카누,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4098,126.6787
인천연정회,인천광역시,인천광역시       미추홀구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
인천연정회,인천광역시,인천광역시       미추홀구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4636,126.6502
인천옹진군SBSFC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천옹진군인천대청,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천옹진군인천덕적,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천옹진군인천백령,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천옹진군인천연평,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천옹진군인천영흥,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천옹진군인천옹진군청,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천옹진군인천옹진농협,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천옹진군축구좋아FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천요트클럽,인천광역시,인천광역시       서구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.545,126.676
인천일반,인천광역시,인천광역시       연수구,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4098,126.6787
인천중구FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구FC정,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구JRFC,인천광역시,인천광역시      ,축구,체육동호인조직,16세이하부,혼성,37.456,126.7052
인천중구JRFCB,인천광역시,인천광역시      ,축구,체육동호인조직,16세이하부,혼성,37.456,126.7052
인천중구LKFCU10,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구SOFC,인천광역시,인천광역시      ,축구,체육동호인조직,16세이하부,혼성,37.456,126.7052
인천중구SOFCU10,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구SOFCU12,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구SOFCU6,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구SOFCU8,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구꿈그림FCU12,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구꿈그림FCU15,인천광역시,인천광역시      ,축구,체육동호인조직,16세이하부,혼성,37.456,126.7052
인천중구꿈그림FCU6,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구꿈그림FCU8,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구모션FCU10,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구모션FCU12,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구발롱FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구영종FCU15,인천광역시,인천광역시      ,축구,체육동호인조직,16세이하부,혼성,37.456,126.7052
인천중구영종국제도시FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구웰리스FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구위아원FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구인유서구U10,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구인유서구U8,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구인천드림짐FCU12,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구인천드림짐FCU15,인천광역시,인천광역시      ,축구,체육동호인조직,16세이하부,혼성,37.456,126.7052
인천중구인천드림짐FCU8,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구인천송월FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구인천신포FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구인천연안FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구인천월미FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구인천유나이티드U10,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구인천유나이티드영종지부,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구인천중구JRFC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구인천중구OB,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구인천중구꿈그림FCU10,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구인천중구모션U15,인천광역시,인천광역시      ,축구,체육동호인조직,16세이하부,혼성,37.456,126.7052
인천중구인천중구인천신포FCOB,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구인천축현FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구인천해사FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구표우다솜FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천중구한국주니어FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구한국주니어U10,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구한국주니어U6,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구한국주니어U8,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구함께하는FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중구함께하는FCU15,인천광역시,인천광역시      ,축구,체육동호인조직,16세이하부,혼성,37.456,126.7052
인천중구함께하는U10,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천중산초등학교 댄스부,인천광역시,인천광역시       중구,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4735389,126.6214081
인천카이트보딩클럽,인천광역시,인천광역시       중구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4735389,126.6214081
인천클럽,인천광역시,인천광역시       서구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.545,126.676
인천클럽,인천광역시,인천광역시       부평구,택견,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5070221,126.7220068
인천플라멩고,인천광역시,인천광역시       미추홀구,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
