CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,Latitude,Longitude
선주고등학교,경상북도,경상북도 구미시      ,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.1195513,128.3444692
선키스트빙상클럽,경기도,경기도 의정부시      ,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.7381078,127.033929
선키스트빙상클럽,서울특별시,서울특별시       노원구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.654,127.0567
선학빙상클럽,인천광역시,인천광역시       연수구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4098,126.6787
선학빙상클럽,인천광역시,인천광역시       연수구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4098,126.6787
선한검도관,인천광역시,인천광역시       연수구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4098,126.6787
선한검도관,인천광역시,인천광역시       연수구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4098,126.6787
선후합기도체육관클럽,경기도,경기도 성남시      수정구,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4503386,127.1462933
설봉클럽(SCC),경기도,경기도 이천시      ,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.2808823,127.4429132
설악 테니스클럽,강원도,강원도 속초시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,38.2069574,128.5913424
설악시니어,강원도,강원도 속초시      ,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,38.2069574,128.5913424
설악알파인클럽,강원도,강원도 속초시      ,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,38.2069574,128.5913424
섬안큰다리1,경상북도,경상북도 포항시      북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.0434851,129.3686129
섬안큰다리2,경상북도,경상북도 포항시      북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.0434851,129.3686129
섬안큰다리3,경상북도,경상북도 포항시      북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.0434851,129.3686129
섬안큰다리4,경상북도,경상북도 포항시      북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.0434851,129.3686129
섬안큰다리5,경상북도,경상북도 포항시      북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.0434851,129.3686129
섬안큰다리6,경상북도,경상북도 포항시      북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.0434851,129.3686129
섬안큰다리7,경상북도,경상북도 포항시      북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.0434851,129.3686129
섬안큰다리8,경상북도,경상북도 포항시      북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.0434851,129.3686129
성광OB(SKBB),대구광역시,대구광역시       중구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.8692588,128.6059471
성광태권도장(성서관),대구광역시,대구광역시       달서구,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8297006,128.533094
성남걔네(SNGN),경기도,경기도 성남시      수정구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4503386,127.1462933
성남산사랑산악회,경기도,경기도 성남시      중원구,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4307,127.137
성남시 산악연맹 (청송산우회),경기도,경기도 성남시      중원구,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4307,127.137
성남시볼링협회,경기도,경기도 성남시      분당구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.3825999,127.1188
성남시분회,경기도,경기도 성남시      중원구,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4307,127.137
성남시산악연맹,경기도,경기도 성남시      분당구,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.3825999,127.1188
성남시수영연맹,경기도,경기도 성남시      분당구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.3825999,127.1188
성남씨름사랑,경기도,경기도 성남시      ,씨름,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4201556,127.1262092
성남아띠하키클럽,경기도,경기도 성남시      분당구,하키,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.3825999,127.1188
성남초등학교,충청북도,충청북도 충주시      ,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.9907334,127.9259891
성남클럽,충청북도,충청북도 충주시      ,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.9907334,127.9259891
성남클럽,경기도,경기도 성남시      ,하키,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4201556,127.1262092
성남택견스포츠클럽,경기도,경기도 성남시      분당구,택견,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.3825999,127.1188
성남펜싱아카데미,경기도,경기도 성남시      수정구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4503386,127.1462933
성남하키클럽,경기도,경기도 성남시      중원구,하키,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4307,127.137
성남혼성마스터즈클럽,경기도,경기도 성남시      ,하키,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4201556,127.1262092
성당전수관,대구광역시,대구광역시       달서구,택견,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8297006,128.533094
성대욱 인라인,부산광역시,부산광역시       연제구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.1765,129.0793
성동구,서울특별시,서울특별시       성동구,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5635,127.0365
성동구민체육센터,서울특별시,서울특별시       성동구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.5635,127.0365
성동구탁구협회,서울특별시,서울특별시       성동구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.5635,127.0365
성동구테니스협회,서울특별시,서울특별시       성동구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.5635,127.0365
성무합기도클럽,경상북도,경상북도 포항시      북구,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.0434851,129.3686129
성무회,경기도,경기도 수원시      장안구,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.3037639,127.0105254
성북구,서울특별시,서울특별시       성북구,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.59,127.0165
성북구골프협회,서울특별시,서울특별시       성북구,골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.59,127.0165
성북구볼링협회,서울특별시,서울특별시       성북구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.59,127.0165
성북구체육회,서울특별시,서울특별시       성북구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.59,127.0165
성북초,전라북도,전라북도 익산시      ,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.9479291,126.9578025
성북펜싱클럽,서울특별시,서울특별시       성북구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.59,127.0165
성산스쿼시클럽,경상남도,경상남도 창원시      성산구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.1983,128.7027
성우검도관,서울특별시,서울특별시       양천구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.5171,126.8663
성우검도관,서울특별시,서울특별시       양천구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5171,126.8663
성의여자고등학교스포츠클럽,경상북도,경상북도 김천시      ,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.1398035,128.1139534
성인 피겨스케이팅,서울특별시,서울특별시       송파구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.5145,127.1058
성주검도관,경상남도,경상남도 창원시      성산구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.1983,128.7027
성주군게이트볼협회,경상북도,경상북도 성주군,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.9190065,128.283486
성주군소프트테니스협회,경상북도,경상북도 성주군,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.9190065,128.283486
성주보디빌딩협회,경상북도,경상북도 성주군,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.9190065,128.283486
성화합기도클럽,부산광역시,부산광역시       금정구,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.2429,129.0926
세검관,서울특별시,서울특별시       서대문구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5790747,126.9367861
세경시니어,강원도,강원도 춘천시      ,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.8810569,127.7297641
세부회,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세븐 배드민턴,전라북도,전라북도 고창군,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.4355,126.7021
세븐 스포츠,대구광역시,대구광역시       북구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.8855,128.5828858
세븐스타,대전광역시,대전광역시       동구,세팍타크로,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.3120051,127.4554285
세븐스포츠,대구광역시,대구광역시       북구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8855,128.5828858
세븐테니스클럽,경상남도,경상남도 진주시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.1803459,128.1079953
세븐휘트니스,전라남도,전라남도 순천시      ,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,34.9505457,127.4872992
세신 버팔로,대구광역시,대구광역시       달성군,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.7753,128.4312
세이버,서울특별시,서울특별시       서대문구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5790747,126.9367861
세이코츠유도관,대전광역시,대전광역시       서구,유도,체육동호인조직,"13세이하부,16세이하부,19세이하부,실업(일반)",혼성,36.298311,127.3520156
세이퍼아카데미,세종특별자치시,세종특별자치시       세종특별자치시      ,유도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세인트존스베리아카데미제주,제주특별자치도,제주특별자치도 서귀포시      ,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,33.2572971,126.515299
세인트존스베리아카데미제주(SJA),제주특별자치도,제주특별자치도 서귀포시      ,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,33.2572971,126.515299
세정테니스클럽,전라남도,전라남도 목포시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,34.7903335,126.3847547
세종 MD 테니스 클럽,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종 단테매,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종 테니스단식사랑방,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종FC여자어린이축구교실,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,13세이하부,혼성,36.4799999,127.289
세종FC필연,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종TOP검도동호회,세종특별자치시,세종특별자치시       세종특별자치시      ,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종YB테니스,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종고운검도동호회,세종특별자치시,세종특별자치시       세종특별자치시      ,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종고운검도동호회,세종특별자치시,세종특별자치시       ,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종공정위FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종국가대표태권도,세종특별자치시,세종특별자치시       ,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종국토교통부,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종권익위FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종금남FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종나래FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종단테매,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종대 요트부,서울특별시,서울특별시       광진구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.5384,127.0828
세종대왕,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종대학교 발파람,서울특별시,서울특별시       광진구,택견,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5384,127.0828
세종도원산악회,세종특별자치시,세종특별자치시       ,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종라온클럽,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종만능테니스회,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종만능테니스회,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종배사모,세종특별자치시,세종특별자치시       세종특별자치시      ,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종배사모,세종특별자치시,세종특별자치시       ,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종부강FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종뽀로로테니스클럽,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종산업부,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종생활레슬링동호회,세종특별자치시,세종특별자치시       ,레슬링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종세종자치시BUT,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시KATECH,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시KUSMA,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,대학부,혼성,36.4799999,127.289
세종세종자치시가리온축구회,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시고려대KHOST,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시고용노동부본부축구,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시교육부,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시국무총리실,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시더찬스FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시라온FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시무령FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시보건복지부무적축구동호회,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시빌드업,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시새롬FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시세종60FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시언비튼FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시중앙FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시축구FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시패밀리,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시한국개발연구원,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종세종자치시행정안전부FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종수복싱동우회,세종특별자치시,세종특별자치시       세종특별자치시      ,복싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종스쿼시,세종특별자치시,세종특별자치시       세종특별자치시      ,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시,세종특별자치시,세종특별자치시       세종특별자치시      ,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시 금남테니스 클럽,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종시 점프스타 줄넘기 클럽,세종특별자치시,세종특별자치시       세종특별자치시      ,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시 주짓수 아카데미,세종특별자치시,세종특별자치시       ,주짓수,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종시 테니스 2030,세종특별자치시,세종특별자치시       ,테니스,공공스포츠클럽,20세이상부,혼성,36.4799999,127.289
세종시검도동호회,세종특별자치시,세종특별자치시       ,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종시검도동호회,세종특별자치시,세종특별자치시       세종특별자치시      ,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시그라운드골프협회 도원클럽,세종특별자치시,세종특별자치시       세종특별자치시      ,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시그라운드골프협회 세종클럽,세종특별자치시,세종특별자치시       세종특별자치시      ,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시니어볼링클럽,세종특별자치시,세종특별자치시       세종특별자치시      ,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시대학태권도동호회,세종특별자치시,세종특별자치시       세종특별자치시      ,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시배구협회,세종특별자치시,세종특별자치시       세종특별자치시      ,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시수영연맹,세종특별자치시,세종특별자치시       세종특별자치시      ,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시어머니클럽,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종시여성연합회,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시역도동호회,세종특별자치시,세종특별자치시       세종특별자치시      ,역도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시전국생활대축전,세종특별자치시,세종특별자치시       세종특별자치시      ,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시청 BC,세종특별자치시,세종특별자치시       세종특별자치시      ,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시청테니스회,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종시청테니스회,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시태권도겨루기지도자회,세종특별자치시,세종특별자치시       ,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종시테니스협회,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종시티즌,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종신세종FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종어머니클럽,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종연기세종FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종욱일FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종워너비,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종원FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종위더스FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종유나이티드FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종유도관(아름점),세종특별자치시,세종특별자치시       세종특별자치시      ,유도,체육동호인조직,"13세이하부,16세이하부,19세이하부,실업(일반)",혼성,36.57261445,127.28329173053703
세종일반,세종특별자치시,세종특별자치시       세종특별자치시      ,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종임산산악회,세종특별자치시,세종특별자치시       ,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종전의FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종조치원FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종중앙실버클럽,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종집현,세종특별자치시,세종특별자치시       세종특별자치시      ,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종첫마을FC,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종청솔테니스,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종청솔회,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종초등학교,서울특별시,서울특별시       광진구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5384,127.0828
세종충무유도관,세종특별자치시,세종특별자치시       세종특별자치시      ,유도,체육동호인조직,"13세이하부,16세이하부,19세이하부,실업(일반)",혼성,36.57261445,127.28329173053703
세종타크로,세종특별자치시,세종특별자치시       세종특별자치시      ,세팍타크로,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종테니스사랑(세테사),세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종특별자지시볼링협회,세종특별자치시,세종특별자치시       세종특별자치시      ,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
